datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2006-11-14,SCHISM,slr_base,4,13087.69,12526.58,2495.96,8771.78,-1126.66,5685.21,1.00,0.00,0.69,6.79,89.00,90.90,1217.56,707.63,618.45,615.32,684.20,520.24,834.70,18133.01,12087.01,9753.41,3108.39,605.51,7199.09,1981.53,306.77,265.24,569.55,700.58,337.00,13567.29,1057.92,12516.55,9903.55,11651.93,1311.57,171.25,1618.16,7215.57,9753.41,386.31,520.24,615.32,12338.84,14775.06,14345.13,477.47,402.91,448.51
2006-11-15,SCHISM,slr_base,4,13690.02,13027.50,2505.84,9132.49,-1067.03,5996.34,1.00,0.00,1.61,6.71,89.40,49.20,1116.23,643.67,440.89,384.39,713.84,508.04,761.39,17981.06,11768.77,9120.15,2943.59,467.97,6446.77,1992.26,335.50,287.86,611.57,702.65,316.86,13226.34,1009.40,12125.89,9780.66,11981.31,1367.38,179.29,1571.45,6464.48,9118.76,368.19,508.04,384.39,12531.04,14061.90,14889.39,455.28,428.81,458.24
2006-11-16,SCHISM,slr_base,4,13804.65,13237.04,2482.46,9937.91,-680.96,5668.24,1.00,0.00,1.85,6.84,89.40,13.40,694.36,526.13,395.46,350.47,696.23,500.03,722.95,19209.52,12248.70,9195.97,3127.32,440.68,6455.18,2292.89,376.72,307.63,633.67,714.05,297.97,12517.56,1090.74,11970.98,9717.70,12168.81,1404.30,545.86,1604.71,6470.38,9195.97,387.16,500.03,350.47,13249.97,14067.56,15477.35,439.83,439.20,467.12
2006-11-17,SCHISM,slr_base,4,13976.12,13400.91,2443.08,9780.94,-682.17,5956.09,1.00,0.00,2.27,6.78,89.20,41.50,723.67,522.55,431.78,380.56,700.58,489.92,706.80,19744.43,12524.98,9184.87,3058.58,412.04,6325.40,2371.29,399.29,338.50,650.74,700.58,263.74,12123.86,1137.84,11887.53,9673.17,12439.53,1437.39,492.03,1589.87,6342.24,9182.79,415.87,489.92,380.56,13759.91,14542.00,15998.59,455.07,439.20,472.83
2006-11-18,SCHISM,slr_base,4,13882.73,13100.86,2422.99,8647.98,37.40,7695.14,1.00,0.00,2.77,6.71,89.40,47.20,9.80,521.71,448.09,383.12,716.12,479.79,707.21,19981.10,12637.14,9061.47,2878.36,413.53,6143.52,2349.68,410.56,363.07,667.17,700.58,215.74,12175.91,1163.47,11800.80,9643.65,12684.43,1381.16,189.50,1519.90,6158.42,9058.70,418.84,479.79,383.12,14179.95,15023.81,16432.20,500.88,439.20,485.70
2006-11-19,SCHISM,slr_base,4,13496.65,12706.49,2373.94,9522.14,470.14,6818.58,1.00,0.00,3.37,6.72,89.80,68.70,-401.44,517.08,458.24,382.05,720.47,469.02,720.47,20438.96,12933.08,9191.63,2989.93,462.47,6104.35,2388.07,493.92,391.85,672.36,709.29,197.75,12370.55,1201.15,11742.84,9372.88,12946.51,1384.75,156.46,1535.18,6118.91,9189.03,418.84,469.02,382.05,14641.57,15564.59,16872.48,570.39,439.20,508.04
2006-11-20,SCHISM,slr_base,4,13380.60,12508.50,2355.74,10000.18,480.52,6216.68,1.00,0.00,3.86,6.77,90.60,65.00,-415.52,512.46,466.07,366.27,736.81,459.51,720.67,21069.91,13463.78,9542.41,3343.43,527.18,6268.59,2516.81,590.47,444.70,642.62,720.47,298.82,12532.39,1259.64,11729.61,9065.47,13233.72,1447.34,153.85,1649.18,6283.46,9540.33,418.84,459.51,366.27,15123.39,16171.79,17283.83,658.02,453.80,553.42
2006-11-21,SCHISM,slr_base,4,12995.92,12271.64,2329.75,10409.23,536.14,5452.58,1.00,0.00,4.26,6.78,90.80,102.90,-433.24,517.50,480.85,359.87,744.87,449.57,739.08,21843.18,14186.11,10052.97,3830.86,627.00,6638.28,2707.09,617.41,500.03,616.78,723.78,392.70,12674.84,1333.99,11740.12,9012.66,13537.20,1599.37,150.37,1868.30,6650.95,10049.70,427.11,449.57,359.87,15630.86,16806.90,17848.47,760.57,473.04,617.62
2006-11-22,SCHISM,slr_base,4,13081.17,12443.89,2316.41,9984.99,508.52,5921.11,1.00,0.00,4.29,6.72,90.80,320.60,-187.92,526.76,485.28,358.16,759.33,439.20,740.32,21997.49,14446.34,10233.44,3953.74,664.47,6734.93,2768.20,611.98,537.89,614.70,734.74,303.34,12802.51,1366.58,11688.57,9214.35,13708.31,1672.08,150.37,1953.80,6748.12,10230.52,437.71,439.20,358.16,15991.85,17254.80,18340.09,843.12,514.56,682.54
2006-11-23,SCHISM,slr_base,4,13331.62,12689.33,2288.25,9153.88,507.97,6973.95,1.00,0.00,4.25,6.55,91.00,246.60,-261.37,537.68,501.93,357.52,759.95,439.20,758.71,21330.41,14072.89,10127.60,3567.15,579.18,6410.99,2639.75,653.03,533.48,619.50,747.56,226.79,12907.04,1344.19,11483.18,9549.84,13723.68,1637.13,150.37,1812.99,6425.66,10124.34,461.20,439.20,357.52,16058.43,17613.11,18467.27,863.84,567.25,752.52
